raison,adresse_1,adresses_2,catégorie,produit,quantité,prix unitaire,date
Blondel Excel Électricité ++,85 boulevard de Gay,00378 Saint Paulboeuf,Composants d'électroniques analogiques,Photocoupleur,16,10.28,2022-11-23
Joubert Plate-forme Électricité Pièces,68 avenue Mahe,42201 Saint Rémy,Composants d'électroniques numériques,Mémoire informatique,10,25.22,2022-11-23
Marechal Appolo Électricité Composants,4 rue de Perrot,79006 Tessier,Composants servant d'interface humaine,Potentiomètre,7,8.29,2022-11-23
Bouvet Top Électricité Composants,77 avenue Grégoire Maillard,39453 Vidal,Capteur,Gyroscope,36,10.62,2022-11-23
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Composants servant d'interface humaine,Interrupteur,6,9.21,2022-11-23
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants d'électroniques numériques,Quartz,13,15.99,2022-11-24
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Composants servant d'interface humaine,Afficheur,20,26.28,2022-11-24
Picard Giga Électricité 2000,301 rue Isaac Collet,32668 Reynaud,Composants d'électroniques analogiques,Inductance,28,12.05,2022-11-24
Devaux Excel Elec Plus,95 avenue Lacombe,39349 Dias-sur-Martel,Composants d'électroniques numériques,Mémoire informatique,26,24.25,2022-11-24
Brun Plate-forme Elec Spécialiste,81 boulevard de Meyer,53723 Chauvet,Composants servant d'interface humaine,Interrupteur,45,9.39,2022-11-24
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Haut-parleur,6,13.98,2022-11-24
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Capteur,Microphone,21,11.89,2022-11-24
Daniel Appolo Électricité Pro,16 boulevard Turpin,53449 Ferrand,Capteur,Capteur de champ magnétique,13,15.28,2022-11-24
Lucas Appolo Dépanneur Pro,36 chemin Laure Mace,46414 Chauveau,Composants d'électroniques analogiques,Memristor,35,25.42,2022-11-24
Guillet Confiance Dépanneur ++,551 rue Arnaude Vallet,10801 Mercier-sur-Mer,Composants d'électroniques numériques,Quartz,48,16.64,2022-11-24
Brunet Top Dépanneur Pro,10 avenue Lucas Bernard,89579 Normand-la-Forêt,Capteur,Thermistance,1,20.86,2022-11-24
Blin Appolo Elec 2000,47 chemin Didier,39292 Barthelemy,Composants servant d'interface humaine,Roue codeuse,41,2.41,2022-11-25
Gosselin Excel Elec Pièces,18 avenue de Langlois,23562 Lévynec,Composants servant d'interface humaine,Haut-parleur,39,15.14,2022-11-25
Hubert-Dupuy Appolo Dépanneur ++,1 rue Leroy,76903 Guyon-sur-Mallet,Composants servant d'interface humaine,Afficheur,3,27.35,2022-11-25
Ledoux Plate-forme Elec Pièces,53 rue de Collet,98471 Pierre,Composants servant d'interface humaine,Afficheur,39,26.28,2022-11-25
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants d'électroniques numériques,Quartz,12,15.68,2022-11-25
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Composants servant d'interface humaine,Haut-parleur,38,14.26,2022-11-25
Devaux Excel Elec Plus,95 avenue Lacombe,39349 Dias-sur-Martel,Composants servant d'interface humaine,Commutateur,38,2.53,2022-11-25
Menard Top Dépanneur 2000,637 rue Grenier,98112 Mary-sur-Lacroix,Composants servant d'interface humaine,Buzzer,3,33.78,2022-11-26
Gosselin Plate-forme Dépanneur 2000,39 rue Noémi Leroux,85849 Charpentier-les-Bains,Composants d'électroniques numériques,Opto-coupleur,3,33.08,2022-11-26
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Commutateur,42,2.53,2022-11-26
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants d'électroniques numériques,Opto-coupleur,21,30.56,2022-11-26
Guillet Giga Dépanneur ++,40 avenue de Bouvet,29760 Delahayenec,Composants d'électroniques numériques,Mémoire informatique,37,24.25,2022-11-26
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Capteur,Microphone,20,11.89,2022-11-26
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants servant d'interface humaine,Roue codeuse,32,2.31,2022-11-26
Louis Excel Électricité Pro,21 avenue de Bailly,23268 Leroy-les-Bains,Composants d'électroniques numériques,Opto-coupleur,38,31.79,2022-11-26
Barthelemy Appolo Dépanneur Pièces,25 avenue Gimenez,95153 CharlesVille,Capteur,Capteur de champ magnétique,35,14.98,2022-11-26
Marty Confiance Dépanneur Pro,69 avenue de Da Silva,88501 AdamBourg,Composants d'électroniques analogiques,Memristor,10,25.42,2022-11-26
Louis Excel Électricité Pro,21 avenue de Bailly,23268 Leroy-les-Bains,Capteur,Capteur optique,3,14.79,2022-11-26
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Buzzer,37,31.83,2022-11-26
Marty Confiance Dépanneur Pro,69 avenue de Da Silva,88501 AdamBourg,Composants d'électroniques numériques,Quartz,34,16.97,2022-11-26
Sauvage Appolo Électricité 2000,9 rue Pineau,56997 Saint Élisabeth,Composants d'électroniques numériques,Microprocesseur,42,6.38,2022-11-27
Devaux Excel Elec Plus,95 avenue Lacombe,39349 Dias-sur-Martel,Composants d'électroniques analogiques,Memristor,18,25.42,2022-11-27
Guillet Giga Dépanneur ++,40 avenue de Bouvet,29760 Delahayenec,Composants d'électroniques analogiques,Memristor,44,25.42,2022-11-27
Lelievre Top Elec Pièces,842 rue Emmanuel Duval,45610 Meunier,Composants d'électroniques analogiques,Résistance,35,22.95,2022-11-27
Picard Giga Électricité 2000,301 rue Isaac Collet,32668 Reynaud,Composants d'électroniques analogiques,Résistance,7,22.5,2022-11-27
Daniel Plate-forme Électricité 2000,18 rue Arthur Fouquet,83230 Lacroixnec,Composants d'électroniques numériques,Mémoire informatique,42,24.73,2022-11-27
Lamy Plate-forme Électricité Pro,12 rue Dijoux,35047 Auger,Composants d'électroniques numériques,Quartz,6,16.64,2022-11-27
Samson Appolo Dépanneur 2000,3 boulevard Bouvet,25566 Charpentier,Capteur,Capteur optique,31,14.79,2022-11-27
Albert Excel Électricité Spécialiste,4 chemin de Pons,70576 Étienne,Composants servant d'interface humaine,Interrupteur,45,9.58,2022-11-27
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Composants d'électroniques numériques,Mémoire informatique,31,21.95,2022-11-27
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,LED,22,3.54,2022-11-27
Daniel Appolo Électricité Pro,16 boulevard Turpin,53449 Ferrand,Composants d'électroniques numériques,Mémoire informatique,19,23.77,2022-11-27
Menard Top Dépanneur 2000,637 rue Grenier,98112 Mary-sur-Lacroix,Composants servant d'interface humaine,Haut-parleur,4,15.14,2022-11-28
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Composants d'électroniques numériques,Mémoire informatique,12,22.39,2022-11-28
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Composants d'électroniques numériques,Mémoire informatique,7,22.39,2022-11-28
Valentin Top Dépanneur ++,8 rue de Coste,61910 Bernier,Composants d'électroniques numériques,Mémoire informatique,17,23.3,2022-11-28
Lamy Plate-forme Électricité Pro,12 rue Dijoux,35047 Auger,Capteur,Thermistance,40,21.28,2022-11-28
Boulanger-Lemoine Appolo Électricité Plus,7 avenue Moulin,55215 Gosselin-sur-Mer,Capteur,Capteur optique,30,14.79,2022-11-28
Lelievre Top Elec Pièces,91 rue de Louis,45610 Meunier,Composants servant d'interface humaine,Haut-parleur,20,15.14,2022-11-28
Ledoux Plate-forme Elec Pièces,53 rue de Collet,98471 Pierre,Composants d'électroniques numériques,Mémoire informatique,2,23.3,2022-11-28
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Composants d'électroniques numériques,Microcontrôleur,34,28.06,2022-11-29
Lelievre Top Elec Pièces,91 rue de Louis,45610 Meunier,Composants servant d'interface humaine,Buzzer,45,31.83,2022-11-29
Brun Plate-forme Elec Spécialiste,81 boulevard de Meyer,53723 Chauvet,Composants d'électroniques numériques,Opto-coupleur,3,33.08,2022-11-29
Valentin Top Dépanneur ++,8 rue de Coste,61910 Bernier,Composants servant d'interface humaine,Roue codeuse,23,2.36,2022-11-29
Valentin Confiance Elec Spécialiste,53 avenue Raymond Leconte,74678 Blot,Capteur,Capteur optique,25,14.79,2022-11-29
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Capteur,Capteur de luminosité,28,13.92,2022-11-29
Leroux Giga Elec Pièces,22 rue de Dijoux,43767 Giraud,Composants d'électroniques analogiques,Memristor,39,24.92,2022-11-29
Joubert Plate-forme Électricité Pièces,68 avenue Mahe,42201 Saint Rémy,Capteur,Microphone,2,13.13,2022-11-29
Mace Appolo Électricité Plus,895 boulevard de Grenier,04254 Sainte Marceldan,Composants d'électroniques numériques,Microcontrôleur,41,28.62,2022-11-29
Louis Excel Électricité Pro,21 avenue de Bailly,23268 Leroy-les-Bains,Composants servant d'interface humaine,Commutateur,10,2.53,2022-11-30
Ledoux Plate-forme Elec Pièces,53 rue de Collet,98471 Pierre,Capteur,Capteur de luminosité,23,13.92,2022-11-30
Brun Plate-forme Elec Spécialiste,81 boulevard de Meyer,53723 Chauvet,Composants d'électroniques numériques,Microprocesseur,41,6.64,2022-11-30
Hamel Appolo Elec 2000,52 avenue de Dupuis,28423 Saint Manonnec,Composants d'électroniques numériques,Mémoire informatique,23,24.25,2022-11-30
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,LED,16,3.47,2022-11-30
Picard Giga Dépanneur 2000,34 rue de Fabre,41752 Saint ArnaudeBourg,Capteur,Thermistance,18,21.28,2022-11-30
Picard Giga Électricité 2000,301 rue Isaac Collet,32668 Reynaud,Composants servant d'interface humaine,Potentiomètre,43,7.97,2022-11-30
Valentin Confiance Elec Spécialiste,53 avenue Raymond Leconte,74678 Blot,Composants servant d'interface humaine,Roue codeuse,7,2.36,2022-11-30
Picard Giga Électricité 2000,301 rue Isaac Collet,32668 Reynaud,Composants d'électroniques numériques,Microprocesseur,31,6.51,2022-11-30
Julien Excel Dépanneur Composants,2 avenue Adrien Bernier,21172 Lefebvre,Composants servant d'interface humaine,Buzzer,35,31.83,2022-11-30
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Composants servant d'interface humaine,Potentiomètre,45,7.81,2022-12-01
Roger Appolo Elec Spécialiste,1 rue de Guyot,20249 Huetboeuf,Composants d'électroniques analogiques,Inductance,31,12.29,2022-12-01
Barthelemy Appolo Dépanneur Pièces,25 avenue Gimenez,95153 CharlesVille,Composants d'électroniques numériques,Microcontrôleur,44,28.06,2022-12-01
Chretien Giga Elec Pro,464 rue de Duval,58242 Saint Noémi,Composants d'électroniques numériques,Microprocesseur,33,6.77,2022-12-01
Lagarde Top Dépanneur ++,50 avenue Carpentier,63501 Le Roux,Composants servant d'interface humaine,Interrupteur,18,9.77,2022-12-01
Barre-Valentin Excel Elec Pièces,7 avenue Chauvin,34561 Étienne,Composants servant d'interface humaine,Roue codeuse,9,2.51,2022-12-01
Marty Confiance Dépanneur Pro,69 avenue de Da Silva,88501 AdamBourg,Composants d'électroniques numériques,Mémoire informatique,29,24.25,2022-12-01
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Commutateur,5,2.53,2022-12-02
Joubert Plate-forme Électricité Pièces,68 avenue Mahe,42201 Saint Rémy,Composants d'électroniques numériques,Quartz,21,17.66,2022-12-02
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Composants servant d'interface humaine,Interrupteur,13,9.21,2022-12-02
Samson Giga Dépanneur Pro,67 rue Aurore Albert,86954 Royer-sur-Dijoux,Composants servant d'interface humaine,LED,25,3.75,2022-12-02
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Commutateur,10,2.48,2022-12-02
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Capteur,Thermistance,35,20.86,2022-12-02
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Capteur,Capteur de champ magnétique,24,14.98,2022-12-02
Pruvost-Guerin Excel Dépanneur Pièces,99 rue Alix Menard,40360 Chevallier,Composants d'électroniques numériques,Microprocesseur,26,6.64,2022-12-03
Lagarde Plate-forme Dépanneur Spécialiste,4 rue de Michaud,33414 VoisinBourg,Composants d'électroniques numériques,Opto-coupleur,32,34.41,2022-12-03
Pineau Appolo Dépanneur Pièces,15 rue de Bonnet,56641 Pages,Composants d'électroniques numériques,Quartz,31,18.01,2022-12-03
Picard Giga Électricité 2000,301 rue Isaac Collet,32668 Reynaud,Composants servant d'interface humaine,Roue codeuse,22,2.36,2022-12-03
Sauvage Appolo Électricité 2000,9 rue Pineau,56997 Saint Élisabeth,Composants servant d'interface humaine,Interrupteur,38,9.21,2022-12-03
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Composants d'électroniques numériques,Quartz,10,15.99,2022-12-03
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Capteur,Gyroscope,3,10.62,2022-12-03
Picard Giga Électricité 2000,301 rue Isaac Collet,32668 Reynaud,Composants d'électroniques numériques,Opto-coupleur,12,31.79,2022-12-03
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Composants servant d'interface humaine,Haut-parleur,30,14.26,2022-12-03
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Composants servant d'interface humaine,Roue codeuse,16,2.31,2022-12-04
Julien Excel Dépanneur Composants,2 avenue Adrien Bernier,21172 Lefebvre,Capteur,Capteur de luminosité,34,13.92,2022-12-04
Maury Excel Dépanneur Plus,3 chemin Dupuis,41146 Gonzalez,Composants d'électroniques numériques,Opto-coupleur,25,34.41,2022-12-04
Lagarde Top Dépanneur ++,50 avenue Carpentier,63501 Le Roux,Composants d'électroniques numériques,Quartz,10,18.01,2022-12-04
Leroux Confiance Dépanneur 2000,61 rue Julie Millet,80567 Denis,Composants servant d'interface humaine,Roue codeuse,15,2.46,2022-12-05
Hubert-Dupuy Top Elec Spécialiste,782 boulevard de Morvan,85518 RousseauVille,Composants servant d'interface humaine,Roue codeuse,13,2.36,2022-12-05
Roger Appolo Elec Spécialiste,1 rue de Guyot,20249 Huetboeuf,Composants servant d'interface humaine,Roue codeuse,39,2.41,2022-12-05
Menard Top Dépanneur 2000,637 rue Grenier,98112 Mary-sur-Lacroix,Composants d'électroniques numériques,Opto-coupleur,7,34.41,2022-12-05
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Capteur,Microphone,18,11.89,2022-12-05
Hubert-Dupuy Appolo Électricité 2000,515 rue de Bonnin,24567 Masse,Capteur,Microphone,28,13.13,2022-12-05
Blondel Excel Électricité ++,85 boulevard de Gay,00378 Saint Paulboeuf,Capteur,Capteur de luminosité,4,14.2,2022-12-05
Jacquot Giga Électricité Pièces,51 rue de Diaz,54288 Saint Agathe-la-Forêt,Composants d'électroniques analogiques,Régulateur de tension,39,30.19,2022-12-05
Ledoux Plate-forme Elec Pièces,53 rue de Collet,98471 Pierre,Composants d'électroniques analogiques,Memristor,15,24.43,2022-12-05
Simon Plate-forme Électricité Spécialiste,36 boulevard de Bazin,63061 Sainte AlexVille,Capteur,Thermistance,18,21.28,2022-12-05
Boulanger-Lemoine Confiance Elec Plus,94 boulevard Jacques,81623 Rey,Composants d'électroniques analogiques,Résistance,48,22.5,2022-12-06
Brun Plate-forme Elec Spécialiste,81 boulevard de Meyer,53723 Chauvet,Composants d'électroniques analogiques,Photocoupleur,20,10.28,2022-12-06
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants servant d'interface humaine,Afficheur,13,26.28,2022-12-06
Leroux Appolo Électricité Composants,83 avenue Lévy,85534 Lefebvre,Composants servant d'interface humaine,Haut-parleur,13,15.14,2022-12-06
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants servant d'interface humaine,Haut-parleur,10,13.98,2022-12-06
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Commutateur,46,2.53,2022-12-06
Roger Appolo Elec Spécialiste,1 rue de Guyot,20249 Huetboeuf,Composants servant d'interface humaine,Roue codeuse,16,2.41,2022-12-06
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Composants servant d'interface humaine,Haut-parleur,40,14.26,2022-12-06
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Composants d'électroniques analogiques,Condensateur,7,33.64,2022-12-07
Lucas Confiance Elec ++,60 avenue Lebrun,95988 BlancVille,Capteur,Capteur de pression,28,12.1,2022-12-07
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Composants servant d'interface humaine,LED,50,3.61,2022-12-07
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Buzzer,5,31.21,2022-12-07
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Roue codeuse,13,2.31,2022-12-08
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Composants servant d'interface humaine,Commutateur,30,2.53,2022-12-08
Brun Plate-forme Elec Spécialiste,81 boulevard de Meyer,53723 Chauvet,Composants d'électroniques analogiques,Condensateur,2,33.64,2022-12-08
Ledoux Plate-forme Elec Pièces,53 rue de Collet,98471 Pierre,Composants servant d'interface humaine,Interrupteur,10,9.21,2022-12-08
Daniel Appolo Électricité Pro,16 boulevard Turpin,53449 Ferrand,Capteur,Caméra,3,26.85,2022-12-08
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants d'électroniques analogiques,Régulateur de tension,44,30.19,2022-12-08
Adam Excel Dépanneur Pièces,50 rue Gomes,76608 Hoareau,Composants servant d'interface humaine,Roue codeuse,8,2.51,2022-12-08
Valentin Top Dépanneur ++,8 rue de Coste,61910 Bernier,Composants d'électroniques numériques,Microcontrôleur,29,28.06,2022-12-08
Pineau Appolo Dépanneur Pièces,15 rue de Bonnet,56641 Pages,Composants servant d'interface humaine,LED,31,4.07,2022-12-08
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants d'électroniques analogiques,Résistance,18,,2022-12-08
